412 1ST ST N ,,22902,AVAILABLE,6179,
511 1ST ST N ,412,22902,UNKNOWN STATE,5593,
511 1ST ST N ,409,22902,UNKNOWN STATE,5593,
941 EMMET ST N ,,22903,NOT AVAILABLE,,
1709 EMMET ST N ,A,22901,NOT AVAILABLE,771,
1114 EMMET ST N ,B,22903,NOT AVAILABLE,,
1114 EMMET ST N ,C,22903,NOT AVAILABLE,,
1114 EMMET ST N ,D,22903,NOT AVAILABLE,,
1248 EMMET ST N ,,22903,AVAILABLE,1266,
532 1ST ST N ,,22902,AVAILABLE,5441,
531 1ST ST N ,,22902,AVAILABLE,5467,
511 1ST ST N ,314,22902,UNKNOWN STATE,5593,
511 1ST ST N ,102,22902,UNKNOWN STATE,5593,
511 1ST ST N ,614,22902,UNKNOWN STATE,5593,
511 1ST ST N ,204,22902,UNKNOWN STATE,5593,
433 1ST ST N ,,22902,AVAILABLE,5838,
1805 EMMET ST N ,,22901,NOT AVAILABLE,712,
1705 EMMET ST N ,,22901,NOT AVAILABLE,786,
1254 EMMET ST N ,,22903,AVAILABLE,1201,
945 EMMET ST N ,B,22903,NOT AVAILABLE,,
361 1ST ST N ,,22902,AVAILABLE,6302,
511 1ST ST N ,203,22902,UNKNOWN STATE,5593,
512 1ST ST N ,,22902,AVAILABLE,5723,
133 PIEDMONT AVE N ,,22903,NOT AVAILABLE,7978,
1700 EMMET ST N ,,22901,NOT AVAILABLE,821,
423 1ST ST N ,2A,22902,UNKNOWN STATE,,
423 1ST ST N ,4B,22902,UNKNOWN STATE,,
511 1ST ST N ,305,22902,UNKNOWN STATE,5593,
1125 EMMET ST N ,,22903,NOT AVAILABLE,,
1706 EMMET ST N ,1,22901,NOT AVAILABLE,791,
1807 EMMET ST N ,5B,22901,NOT AVAILABLE,685,
1706 EMMET ST N ,3,22901,NOT AVAILABLE,791,
511 1ST ST N ,506,22902,UNKNOWN STATE,5593,
511 1ST ST N ,507,22902,UNKNOWN STATE,5593,
511 1ST ST N ,514,22902,UNKNOWN STATE,5593,
511 1ST ST N ,603,22902,UNKNOWN STATE,5593,
511 1ST ST N ,313,22902,UNKNOWN STATE,5593,
511 1ST ST N ,101,22902,UNKNOWN STATE,5593,
511 1ST ST N ,206,22902,UNKNOWN STATE,5593,
511 1ST ST N ,501,22902,UNKNOWN STATE,5593,
511 1ST ST N ,503,22902,UNKNOWN STATE,5593,
511 1ST ST N ,605,22902,UNKNOWN STATE,5593,
1115 EMMET ST N ,B,22903,NOT AVAILABLE,,
120 PIEDMONT AVE N ,,22903,NOT AVAILABLE,,
1000 W MAIN ST ,603,22903,AVAILABLE,6495,
1000 W MAIN ST ,604,22903,AVAILABLE,6495,
1000 W MAIN ST ,605,22903,AVAILABLE,6495,
1000 W MAIN ST ,606,22903,AVAILABLE,6495,
1000 W MAIN ST ,607,22903,AVAILABLE,6495,
1000 W MAIN ST ,608,22903,AVAILABLE,6495,
1000 W MAIN ST ,609,22903,AVAILABLE,6495,
1000 W MAIN ST ,610,22903,AVAILABLE,6495,
1000 W MAIN ST ,611,22903,AVAILABLE,6495,
1000 W MAIN ST ,612,22903,AVAILABLE,6495,
1000 W MAIN ST ,613,22903,AVAILABLE,6495,
1000 W MAIN ST ,614,22903,AVAILABLE,6495,
1000 W MAIN ST ,615,22903,AVAILABLE,6495,
1000 W MAIN ST ,616,22903,AVAILABLE,6495,
1000 W MAIN ST ,617,22903,AVAILABLE,6495,
1000 W MAIN ST ,618,22903,AVAILABLE,6495,
1000 W MAIN ST ,619,22903,AVAILABLE,6495,
1000 W MAIN ST ,620,22903,AVAILABLE,6495,
1000 W MAIN ST ,621,22903,AVAILABLE,6495,
1000 W MAIN ST ,622,22903,AVAILABLE,6495,
1000 W MAIN ST ,623,22903,AVAILABLE,6495,
1000 W MAIN ST ,624,22903,AVAILABLE,6495,
1000 W MAIN ST ,625,22903,AVAILABLE,6495,
1000 W MAIN ST ,626,22903,AVAILABLE,6495,
1000 W MAIN ST ,627,22903,AVAILABLE,6495,
1000 W MAIN ST ,628,22903,AVAILABLE,6495,
1000 W MAIN ST ,629,22903,AVAILABLE,6495,
1000 W MAIN ST ,630,22903,AVAILABLE,6495,
1000 W MAIN ST ,631,22903,AVAILABLE,6495,
107 ROOSEVELT BROWN BLVD ,,22903,NOT AVAILABLE,,
1600 GORDON AVE ,1,22903,AVAILABLE,4087,
1600 GORDON AVE ,2,22903,AVAILABLE,4087,
1600 GORDON AVE ,3,22903,AVAILABLE,4087,
1600 GORDON AVE ,4,22903,AVAILABLE,4087,
1600 GORDON AVE ,5,22903,AVAILABLE,4087,
1600 GORDON AVE ,6,22903,AVAILABLE,4087,
1600 GORDON AVE ,7,22903,AVAILABLE,4087,
1600 GORDON AVE ,8,22903,AVAILABLE,4087,
1600 GORDON AVE ,9,22903,AVAILABLE,4087,
1600 GORDON AVE ,10,22903,AVAILABLE,4087,
1600 GORDON AVE ,11,22903,AVAILABLE,4087,
1600 GORDON AVE ,12,22903,AVAILABLE,4087,
1600 GORDON AVE ,13,22903,AVAILABLE,4087,
1600 GORDON AVE ,14,22903,AVAILABLE,4087,
1600 GORDON AVE ,15,22903,AVAILABLE,4087,
1600 GORDON AVE ,16,22903,AVAILABLE,4087,
1600 GORDON AVE ,17,22903,AVAILABLE,4087,
1600 GORDON AVE ,18,22903,AVAILABLE,4087,
1600 GORDON AVE ,19,22903,AVAILABLE,4087,
1600 GORDON AVE ,20,22903,AVAILABLE,4087,
1600 GORDON AVE ,21,22903,AVAILABLE,4087,
1600 GORDON AVE ,22,22903,AVAILABLE,4087,
1600 GORDON AVE ,23,22903,AVAILABLE,4087,
1600 GORDON AVE ,24,22903,AVAILABLE,4087,
1600 GORDON AVE ,25,22903,AVAILABLE,4087,
1600 GORDON AVE ,26,22903,AVAILABLE,4087,
1600 GORDON AVE ,27,22903,AVAILABLE,4087,
1600 GORDON AVE ,28,22903,AVAILABLE,4087,
1600 GORDON AVE ,29,22903,AVAILABLE,4087,
1600 GORDON AVE ,30,22903,AVAILABLE,4087,
1600 GORDON AVE ,101,22903,AVAILABLE,4087,
1600 GORDON AVE ,102,22903,AVAILABLE,4087,
1600 GORDON AVE ,103,22903,AVAILABLE,4087,
1600 GORDON AVE ,104,22903,AVAILABLE,4087,
1600 GORDON AVE ,105,22903,AVAILABLE,4087,
1600 GORDON AVE ,106,22903,AVAILABLE,4087,
1600 GORDON AVE ,107,22903,AVAILABLE,4087,
1600 GORDON AVE ,108,22903,AVAILABLE,4087,
1600 GORDON AVE ,109,22903,AVAILABLE,4087,
1600 GORDON AVE ,110,22903,AVAILABLE,4087,
1600 GORDON AVE ,111,22903,AVAILABLE,4087,
1600 GORDON AVE ,112,22903,AVAILABLE,4087,
1600 GORDON AVE ,113,22903,AVAILABLE,4087,
1600 GORDON AVE ,114,22903,AVAILABLE,4087,
1600 GORDON AVE ,115,22903,AVAILABLE,4087,
1600 GORDON AVE ,116,22903,AVAILABLE,4087,
1600 GORDON AVE ,201,22903,AVAILABLE,4087,
1600 GORDON AVE ,202,22903,AVAILABLE,4087,
1600 GORDON AVE ,203,22903,AVAILABLE,4087,
1600 GORDON AVE ,204,22903,AVAILABLE,4087,
1600 GORDON AVE ,205,22903,AVAILABLE,4087,
1600 GORDON AVE ,206,22903,AVAILABLE,4087,
1600 GORDON AVE ,207,22903,AVAILABLE,4087,
1600 GORDON AVE ,208,22903,AVAILABLE,4087,
1600 GORDON AVE ,209,22903,AVAILABLE,4087,
1600 GORDON AVE ,210,22903,AVAILABLE,4087,
1600 GORDON AVE ,211,22903,AVAILABLE,4087,
1600 GORDON AVE ,212,22903,AVAILABLE,4087,
1600 GORDON AVE ,213,22903,AVAILABLE,4087,
1600 GORDON AVE ,301,22903,AVAILABLE,4087,
1600 GORDON AVE ,302,22903,AVAILABLE,4087,
130 11TH ST SW ,,22903,NOT AVAILABLE,,
524 HARRIS RD ,115,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,133,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,107,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,125,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,145,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,116,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,129,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,102,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,122,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,141,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,112,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,130,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,155,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,147,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,135,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,104,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,124,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,143,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,114,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,132,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,106,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,120,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,146,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,137,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,138,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,121,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,131,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,101,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,111,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,140,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,119,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,105,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,113,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,142,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,123,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,103,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,134,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,108,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,136,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,117,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,148,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,126,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,110,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,139,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,118,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,149,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,128,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,109,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,127,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,150,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,156,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,152,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,151,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,154,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,158,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,160,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,159,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,153,22903,NOT AVAILABLE,13433,
524 HARRIS RD ,157,22903,NOT AVAILABLE,13433,
165 MCINTIRE PARK DR ,,22901,NOT AVAILABLE,,
170 MCINTIRE PARK DR ,,22901,NOT AVAILABLE,,
176 MCINTIRE PARK DR ,,22901,NOT AVAILABLE,,
107 ALMERE AVE ,,22902,AVAILABLE,17266,
109 ALMERE AVE ,,22902,AVAILABLE,17267,
1324 AVON ST ,,22902,NOT AVAILABLE,12183,
1472 AVON ST ,,22902,NOT AVAILABLE,17142,
201 BURNET ST ,,22902,AVAILABLE,17237,
205 BURNET ST ,,22902,AVAILABLE,17238,
213 BURNET ST ,,22902,AVAILABLE,17240,
304 HUNTLEY AVE ,,22903,NOT AVAILABLE,14305,
611 MONTROSE AVE ,,22902,AVAILABLE,10449,
1141 ST CLAIR AVE ,,22901,NOT AVAILABLE,2754,
1143 ST CLAIR AVE ,,22901,NOT AVAILABLE,17310,
1337 CARLTON AVE ,101,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,102,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,103,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,104,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,105,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,106,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,107,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,108,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,109,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,110,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,111,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,112,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,206,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,205,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,204,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,203,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,202,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,201,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,214,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,213,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,212,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,211,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,210,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,209,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,208,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,207,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,307,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,306,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,305,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,304,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,303,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,302,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,301,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,313,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,312,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,311,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,310,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,309,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,308,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,314,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,409,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,408,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,407,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,406,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,405,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,404,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,403,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,402,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,401,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,414,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,413,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,412,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,411,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,410,22902,NOT AVAILABLE,17281,
1337 CARLTON AVE ,,22902,NOT AVAILABLE,17281,
2317 PRICE AVE ,A,22903,NOT AVAILABLE,17282,
2317 PRICE AVE ,B,22903,NOT AVAILABLE,17282,
465 250 BYP ,,22901,NOT AVAILABLE,,
124 OAK LAWN CT ,,22903,NOT AVAILABLE,17307,
128 CARLTON RD ,,22902,AVAILABLE,8940,
117 13TH ST NW ,B-1,22903,NOT AVAILABLE,,
117 13TH ST NW ,B-2,22903,NOT AVAILABLE,,
117 13TH ST NW ,B-3,22903,NOT AVAILABLE,,
117 13TH ST NW ,B-4,22903,NOT AVAILABLE,,
117 13TH ST NW ,B-5,22903,NOT AVAILABLE,,
117 13TH ST NW ,B-6,22903,NOT AVAILABLE,,
210 E WATER ST ,,22902,NOT AVAILABLE,,
217 W HIGH ST ,C,22902,AVAILABLE,6082,
1111 RIVER CT ,B,22901,NOT AVAILABLE,2940,
2016 HOLIDAY DR ,B,22901,NOT AVAILABLE,834,
1022 CARLTON AVE ,B,22902,AVAILABLE,9919,
1031 HOLMES AVE ,,22901,NOT AVAILABLE,,
1106 WARE ST ,,22902,NOT AVAILABLE,10633,
143 ELLIOTT AVE ,,22902,AVAILABLE,17344,
145 ELLIOTT AVE ,,22902,AVAILABLE,17345,
133 ELLIOTT AVE ,,22902,AVAILABLE,17341,
135 ELLIOTT AVE ,,22902,AVAILABLE,17342,
137 ELLIOTT AVE ,,22902,AVAILABLE,17343,
214 BURNET ST ,,22902,AVAILABLE,17255,
216 BURNET ST ,,22902,AVAILABLE,17256,
234 BURNET ST ,,22902,AVAILABLE,17263,
917 BOLLING AVE ,,22902,AVAILABLE,10838,
609 BOLLING AVE ,B,22902,NOT AVAILABLE,9661,
417 QUARRY RD ,,22902,AVAILABLE,13148,
100 NORWICH ST ,004,22903,NOT AVAILABLE,,
100 NORWICH ST ,005,22903,NOT AVAILABLE,,
100 NORWICH ST ,009,22903,NOT AVAILABLE,,
100 NORWICH ST ,010,22903,NOT AVAILABLE,,
100 NORWICH ST ,101,22903,NOT AVAILABLE,,
100 NORWICH ST ,102,22903,NOT AVAILABLE,,
100 NORWICH ST ,103,22903,NOT AVAILABLE,,
100 NORWICH ST ,104,22903,NOT AVAILABLE,,
100 NORWICH ST ,105,22903,NOT AVAILABLE,,
600 CONCORD AVE ,1,22903,NOT AVAILABLE,4718,
600 CONCORD AVE ,2,22903,NOT AVAILABLE,4718,
600 CONCORD AVE ,3,22903,NOT AVAILABLE,4718,
2615 NAYLOR ST , ,22903,NOT AVAILABLE,17419,
2611 NAYLOR ST , ,22903,NOT AVAILABLE,17418,
232 DOUGLAS AVE ,B,22902,NOT AVAILABLE,,
232 DOUGLAS AVE ,C,22902,NOT AVAILABLE,,
232 DOUGLAS AVE ,D,22902,NOT AVAILABLE,,
303 HUNTLEY AVE ,,22903,NOT AVAILABLE,14277,
137 BAYLOR LN ,,22902,NOT AVAILABLE,11854,
145 BAYLOR LN ,,22902,NOT AVAILABLE,14462,
805 PRESTON AVE ,2,22903,AVAILABLE,4975,
805 PRESTON AVE ,3,22903,AVAILABLE,4975,
703 CHARLTON AVE ,B,22903,NOT AVAILABLE,4908,
1931 ARLINGTON BLVD ,,22903,NOT AVAILABLE,,
1050 DRUID AVE ,A,22902,UNKNOWN STATE,14319,
151 MCINTIRE PARK DR ,,22901,AVAILABLE,,
100 HURST LN ,003,22903,NOT AVAILABLE,,
100 HURST LN ,004,22903,NOT AVAILABLE,,
100 HURST LN ,005,22903,NOT AVAILABLE,,
100 HURST LN ,008,22903,NOT AVAILABLE,,
100 HURST LN ,009,22903,NOT AVAILABLE,,
100 HURST LN ,010,22903,NOT AVAILABLE,,
100 HURST LN ,106,22903,NOT AVAILABLE,,
100 HURST LN ,105,22903,NOT AVAILABLE,,
100 HURST LN ,104,22903,NOT AVAILABLE,,
100 HURST LN ,103,22903,NOT AVAILABLE,,
100 HURST LN ,102,22903,NOT AVAILABLE,,
100 HURST LN ,101,22903,NOT AVAILABLE,,
100 HURST LN ,107,22903,NOT AVAILABLE,,
100 HURST LN ,108,22903,NOT AVAILABLE,,
100 HURST LN ,109,22903,NOT AVAILABLE,,
100 HURST LN ,110,22903,NOT AVAILABLE,,
100 HURST LN ,201,22903,NOT AVAILABLE,,
100 HURST LN ,210,22903,NOT AVAILABLE,,
100 HURST LN ,209,22903,NOT AVAILABLE,,
100 HURST LN ,208,22903,NOT AVAILABLE,,
100 HURST LN ,207,22903,NOT AVAILABLE,,
100 HURST LN ,206,22903,NOT AVAILABLE,,
100 HURST LN ,205,22903,NOT AVAILABLE,,
100 HURST LN ,204,22903,NOT AVAILABLE,,
100 HURST LN ,203,22903,NOT AVAILABLE,,
100 HURST LN ,202,22903,NOT AVAILABLE,,
100 HURST LN ,307,22903,NOT AVAILABLE,,
100 HURST LN ,306,22903,NOT AVAILABLE,,
100 HURST LN ,305,22903,NOT AVAILABLE,,
100 HURST LN ,304,22903,NOT AVAILABLE,,
100 HURST LN ,303,22903,NOT AVAILABLE,,
1002 GRADY AVE ,,22903,NOT AVAILABLE,4417,
416 MOSELEY DR ,,22903,AVAILABLE,12522,
204 E MARKET ST ,,22902,AVAILABLE,,
231 E JEFFERSON ST ,,22902,NOT AVAILABLE,6526,
322 E MAIN ST ,,22902,AVAILABLE,7275,
1030 MARTIN ST ,,22901,AVAILABLE,3545,
1208 SMITH ST ,,22901,AVAILABLE,3642,
416 E MAIN ST ,,22902,AVAILABLE,,
1210 SMITH ST ,,22901,AVAILABLE,3673,
1009 CALHOUN ST ,,22901,AVAILABLE,3883,
1104 CALHOUN ST ,,22901,AVAILABLE,4119,
911 MARTIN ST ,,22901,AVAILABLE,4466,
907 MARTIN ST ,,22901,AVAILABLE,4529,
1128 OTTER ST ,,22901,NOT AVAILABLE,4891,
1715 ALLIED ST ,,22903,AVAILABLE,,
1321 LONG ST ,,22901,NOT AVAILABLE,5282,
112 ELKHORN RD ,,22903,AVAILABLE,10898,
110 ELKHORN RD ,,22903,AVAILABLE,11018,
1607 TRAILRIDGE RD ,,22903,AVAILABLE,11147,
1602 TRAILRIDGE RD ,,22903,AVAILABLE,11161,
2725 JEFFERSON PARK AVE ,,22903,AVAILABLE,13151,
2306 JEFFERSON PARK AVE ,,22903,NOT AVAILABLE,9949,
6 GILDERSLEEVE WOOD ,,22903,NOT AVAILABLE,PAR X2,
105 PIEDMONT AVE S ,,22903,NOT AVAILABLE,9189,
2111 JEFFERSON PARK AVE ,1,22903,NOT AVAILABLE,8676,
583 BRANDON AVE ,102,22903,NOT AVAILABLE,1.858,
1129 PRESTON AVE ,4B,22903,NOT AVAILABLE,,
1129 PRESTON AVE ,4C,22903,NOT AVAILABLE,,
824 CABELL AVE ,B,22903,UNKNOWN STATE,,
326 10 1/2 ST NW ,A,22903,NOT AVAILABLE,5227,
740 WALKER SQ ,3B,22903,UNKNOWN STATE,13933,
740 WALKER SQ ,3C,22903,UNKNOWN STATE,13933,
750 WALKER SQ ,2A,22903,UNKNOWN STATE,13933,
750 WALKER SQ ,4A,22903,UNKNOWN STATE,13933,
1212 CHERRY AVE ,B,22903,NOT AVAILABLE,8611,
307 10 1/2 ST NW ,B,22903,NOT AVAILABLE,5361,
1010 WERTLAND ST ,2B,22903,NOT AVAILABLE,6026,
940 ROCK CREEK RD ,,22903,NOT AVAILABLE,11900,
930 HARRIS ST ,,22903,AVAILABLE,,
1718 ALLIED ST ,,22903,UNKNOWN STATE,,
202 DOUGLAS AVE ,1D,22902,AVAILABLE,13921,
1606 MONTICELLO AVE ,F,22902,UNKNOWN STATE,,
1606 MONTICELLO AVE ,G,22902,UNKNOWN STATE,,
610 MONTROSE AVE ,A,22902,AVAILABLE,10658,
209 2ND ST NW ,B,22902,NOT AVAILABLE,,
405 GARRETT ST ,E,22902,NOT AVAILABLE,,
926 1ST ST S ,A,22902,NOT AVAILABLE,,
711 RIDGE ST ,C,22902,NOT AVAILABLE,9844,
100 HURST LN ,302,22903,NOT AVAILABLE,,
100 HURST LN ,301,22903,NOT AVAILABLE,,
100 HURST LN ,310,22903,NOT AVAILABLE,,
100 HURST LN ,309,22903,NOT AVAILABLE,,
100 HURST LN ,308,22903,NOT AVAILABLE,,
109 NORWICH ST ,,22903,NOT AVAILABLE,,
119 WITTON CT ,,22903,NOT AVAILABLE,,
121 WITTON CT ,,22903,NOT AVAILABLE,,
115 WITTON CT ,004,22903,NOT AVAILABLE,,
115 WITTON CT ,009,22903,NOT AVAILABLE,,
115 WITTON CT ,008,22903,NOT AVAILABLE,,
115 WITTON CT ,010,22903,NOT AVAILABLE,,
115 WITTON CT ,106,22903,NOT AVAILABLE,,
115 WITTON CT ,105,22903,NOT AVAILABLE,,
115 WITTON CT ,104,22903,NOT AVAILABLE,,
115 WITTON CT ,103,22903,NOT AVAILABLE,,
115 WITTON CT ,102,22903,NOT AVAILABLE,,
115 WITTON CT ,101,22903,NOT AVAILABLE,,
115 WITTON CT ,110,22903,NOT AVAILABLE,,
115 WITTON CT ,109,22903,NOT AVAILABLE,,
115 WITTON CT ,108,22903,NOT AVAILABLE,,
115 WITTON CT ,107,22903,NOT AVAILABLE,,
115 WITTON CT ,210,22903,NOT AVAILABLE,,
115 WITTON CT ,209,22903,NOT AVAILABLE,,
115 WITTON CT ,208,22903,NOT AVAILABLE,,
115 WITTON CT ,207,22903,NOT AVAILABLE,,
115 WITTON CT ,206,22903,NOT AVAILABLE,,
115 WITTON CT ,205,22903,NOT AVAILABLE,,
115 WITTON CT ,204,22903,NOT AVAILABLE,,
115 WITTON CT ,203,22903,NOT AVAILABLE,,
115 WITTON CT ,202,22903,NOT AVAILABLE,,
115 WITTON CT ,201,22903,NOT AVAILABLE,,
115 WITTON CT ,302,22903,NOT AVAILABLE,,
115 WITTON CT ,301,22903,NOT AVAILABLE,,
115 WITTON CT ,310,22903,NOT AVAILABLE,,
115 WITTON CT ,309,22903,NOT AVAILABLE,,
115 WITTON CT ,308,22903,NOT AVAILABLE,,
115 WITTON CT ,307,22903,NOT AVAILABLE,,
115 WITTON CT ,306,22903,NOT AVAILABLE,,
115 WITTON CT ,305,22903,NOT AVAILABLE,,
115 WITTON CT ,304,22903,NOT AVAILABLE,,
115 WITTON CT ,303,22903,NOT AVAILABLE,,
101 WITTON CT ,,22903,NOT AVAILABLE,,
103 WITTON CT ,,22903,NOT AVAILABLE,,
105 WITTON CT ,,22903,NOT AVAILABLE,,
107 WITTON CT ,,22903,NOT AVAILABLE,,
109 WITTON CT ,,22903,NOT AVAILABLE,,
111 WITTON CT ,,22903,NOT AVAILABLE,,
484 CLEVELAND AVE ,,22903,NOT AVAILABLE,,
486 CLEVELAND AVE ,,22903,NOT AVAILABLE,,
488 CLEVELAND AVE ,,22903,NOT AVAILABLE,,
490 CLEVELAND AVE ,,22903,NOT AVAILABLE,,
492 CLEVELAND AVE ,,22903,NOT AVAILABLE,,
494 CLEVELAND AVE ,,22903,NOT AVAILABLE,,
496 CLEVELAND AVE ,,22903,NOT AVAILABLE,,
498 CLEVELAND AVE ,,22903,NOT AVAILABLE,,
500 CLEVELAND AVE ,,22903,NOT AVAILABLE,,
502 CLEVELAND AVE ,,22903,NOT AVAILABLE,,
504 CLEVELAND AVE ,,22903,NOT AVAILABLE,,
506 CLEVELAND AVE ,,22903,NOT AVAILABLE,,
474 CLEVELAND AVE ,,22903,NOT AVAILABLE,,
476 CLEVELAND AVE ,,22903,NOT AVAILABLE,,
478 CLEVELAND AVE ,,22903,NOT AVAILABLE,,
480 CLEVELAND AVE ,,22903,NOT AVAILABLE,,
482 CLEVELAND AVE ,,22903,NOT AVAILABLE,,
1508 GROVE RD ,,22901,AVAILABLE,1273,
102 OAK LAWN DR ,,22903,UNKNOWN STATE,17303,
108 OAK LAWN DR ,,22903,NOT AVAILABLE,17304,
229 BURNET ST ,,22902,AVAILABLE,17244,
