801 WALKER SQ ,3A,22903,UNKNOWN STATE
801 WALKER SQ ,4A,22903,UNKNOWN STATE
800 ROSE HILL DR ,3,22903,NOT AVAILABLE
312 13TH ST NW ,14,22903,UNKNOWN STATE
312 13TH ST NW ,16,22903,UNKNOWN STATE
312 13TH ST NW ,24,22903,UNKNOWN STATE
1102 GROVE ST ,B,22903,AVAILABLE
2400 ARLINGTON BLVD ,4,22903,NOT AVAILABLE
2400 ARLINGTON BLVD ,5,22903,NOT AVAILABLE
1500 CARLTON AVE ,46,22902,NOT AVAILABLE
2211 HYDRAULIC RD ,,22901,NOT AVAILABLE
979 SEMINOLE TRL ,,22901,NOT AVAILABLE
2312 TARLETON DR ,,22901,AVAILABLE
2410 BROOK RD ,,22901,AVAILABLE
101 GREENBRIER TER ,,22901,NOT AVAILABLE
2408 KERRY LN ,,22901,AVAILABLE
105 MARIE PL ,,22901,NOT AVAILABLE
101 KENT TER ,,22903,NOT AVAILABLE
130 OBSERVATORY AVE ,,22903,AVAILABLE
817 ORANGEDALE AVE ,,22903,NOT AVAILABLE
226 W SOUTH ST ,1,22902,AVAILABLE
701 E HIGH ST ,107,22902,UNKNOWN STATE
619 E HIGH ST ,2,22902,AVAILABLE
619 E HIGH ST ,A,22902,AVAILABLE
1305 WERTLAND ST ,B11,22903,AVAILABLE
1625 ST ANNES RD ,,22901,NOT AVAILABLE
1618 ST ANNES RD ,,22901,NOT AVAILABLE
1607 ST ANNES RD ,,22901,NOT AVAILABLE
2006 PINE TOP RD ,,22903,AVAILABLE
221 AZALEA DR ,,22903,AVAILABLE
171 MADISON LN ,,22903,AVAILABLE
1708 E MARKET ST ,,22902,AVAILABLE
117 ROBINSON WOODS ,,22903,NOT AVAILABLE
112 ROBINSON WOODS ,,22903,NOT AVAILABLE
110 ROBINSON WOODS ,,22903,NOT AVAILABLE
982 ROCK CREEK RD ,,22903,NOT AVAILABLE
103 1ST ST S ,,22902,AVAILABLE
420 MONROE LN ,7,22903,NOT AVAILABLE
420 MONROE LN ,8,22903,NOT AVAILABLE
416 MONROE LN ,4,22903,NOT AVAILABLE
115 HILTON DR ,B,22903,AVAILABLE
119 LONGWOOD DR ,A,22903,NOT AVAILABLE
121 LONGWOOD DR ,B,22903,NOT AVAILABLE
128 LONGWOOD DR ,B,22903,NOT AVAILABLE
109 LONGWOOD DR ,A,22903,NOT AVAILABLE
309 2ND ST NW ,A,22902,NOT AVAILABLE
427 FAIRWAY AVE ,,22902,AVAILABLE
301 FARM LN ,,22902,AVAILABLE
339 MEADE AVE ,,22902,AVAILABLE
320 MEADE AVE ,,22902,AVAILABLE
318 MEADE AVE ,,22902,AVAILABLE
708 PALATINE AVE ,,22902,NOT AVAILABLE
403 E WATER ST ,,22902,AVAILABLE
800 5TH ST SW ,,22902,NOT AVAILABLE
106 LOCUST LANE CT ,,22901,NOT AVAILABLE
810 FENDALL TER ,,22903,AVAILABLE
1865 FENDALL AVE ,,22903,AVAILABLE
1135 5TH ST SW ,,22903,NOT AVAILABLE
1139 5TH ST SW ,,22903,NOT AVAILABLE
1413 EARLY ST ,,22902,AVAILABLE
1404 EARLY ST ,,22902,AVAILABLE
1417 EARLY ST ,,22902,AVAILABLE
1400 RIALTO ST ,,22902,AVAILABLE
706 FRANKLIN ST ,,22902,NOT AVAILABLE
1320 WELLFORD ST ,B,22903,AVAILABLE
116 CARROLLTON TER ,L,22903,UNKNOWN STATE
2516 PLATEAU RD ,A,22903,NOT AVAILABLE
2104 JEFFERSON PARK AVE ,H,22903,AVAILABLE
611 RUGBY RD ,214,22903,UNKNOWN STATE
611 RUGBY RD ,221,22903,UNKNOWN STATE
611 RUGBY RD ,222,22903,UNKNOWN STATE
611 RUGBY RD ,308,22903,UNKNOWN STATE
611 RUGBY RD ,309,22903,UNKNOWN STATE
611 RUGBY RD ,317,22903,UNKNOWN STATE
611 RUGBY RD ,318,22903,UNKNOWN STATE
611 RUGBY RD ,G06,22903,UNKNOWN STATE
611 RUGBY RD ,G07,22903,UNKNOWN STATE
1609 GORDON AVE ,1,22903,NOT AVAILABLE
1910 JEFFERSON PARK AVE ,14,22903,AVAILABLE
1910 JEFFERSON PARK AVE ,23,22903,AVAILABLE
1910 JEFFERSON PARK AVE ,11,22903,AVAILABLE
1904 JEFFERSON PARK AVE ,11,22903,NOT AVAILABLE
1904 JEFFERSON PARK AVE ,12,22903,NOT AVAILABLE
1904 JEFFERSON PARK AVE ,19,22903,NOT AVAILABLE
1904 JEFFERSON PARK AVE ,20,22903,NOT AVAILABLE
1800 JEFFERSON PARK AVE ,136,22903,UNKNOWN STATE
1800 JEFFERSON PARK AVE ,704,22903,UNKNOWN STATE
114 CARROLLTON TER ,F,22903,UNKNOWN STATE
114 CARROLLTON TER ,G,22903,UNKNOWN STATE
1800 JEFFERSON PARK AVE ,412,22903,UNKNOWN STATE
1800 JEFFERSON PARK AVE ,601,22903,UNKNOWN STATE
1904 JEFFERSON PARK AVE ,43,22903,NOT AVAILABLE
1904 JEFFERSON PARK AVE ,44,22903,NOT AVAILABLE
121 WASHINGTON AVE ,B,22903,AVAILABLE
115 LONGWOOD DR ,A,22903,NOT AVAILABLE
104 14TH ST NW ,1,22903,AVAILABLE
109 W WATER ST ,2,22902,AVAILABLE
2106 ARLINGTON BLVD ,25,22903,NOT AVAILABLE
2013 LEWIS MOUNTAIN RD ,,22903,NOT AVAILABLE
1621 ROSE HILL DR ,,22903,AVAILABLE
748 PROSPECT AVE ,C,22903,NOT AVAILABLE
750 PROSPECT AVE ,F,22903,NOT AVAILABLE
2108 JEFFERSON PARK AVE ,F,22903,NOT AVAILABLE
1620 ROSE HILL DR ,,22903,AVAILABLE
120 NORTH BAKER ST ,,22903,NOT AVAILABLE
249 ZAN RD ,,22901,NOT AVAILABLE
404 15TH ST NW ,,22903,NOT AVAILABLE
2210 FONTAINE AVE ,,22903,NOT AVAILABLE
625 DAVIS AVE ,,22901,AVAILABLE
604 WATSON AVE ,,22901,AVAILABLE
2515 PLATEAU RD ,A,22903,NOT AVAILABLE
611 RUGBY RD ,301,22903,UNKNOWN STATE
611 RUGBY RD ,310,22903,UNKNOWN STATE
611 RUGBY RD ,G17,22903,UNKNOWN STATE
1904 JEFFERSON PARK AVE ,13,22903,NOT AVAILABLE
1904 JEFFERSON PARK AVE ,21,22903,NOT AVAILABLE
114 CARROLLTON TER ,H,22903,UNKNOWN STATE
1800 JEFFERSON PARK AVE ,607,22903,UNKNOWN STATE
310 W MAIN ST ,,22903,AVAILABLE
619 CABELL AVE ,,22903,AVAILABLE
1209 JOHN ST ,,22903,NOT AVAILABLE
1601 JAMESTOWN DR ,,22901,AVAILABLE
1506 HOLLY RD ,,22901,AVAILABLE
2000 MICHIE DR ,,22901,NOT AVAILABLE
117 CAMERON LN ,,22903,AVAILABLE
325 10 1/2 ST NW ,,22903,NOT AVAILABLE
428 5TH ST SW ,,22903,NOT AVAILABLE
134 BOLLINGWOOD RD ,,22903,NOT AVAILABLE
1503 GORDON AVE ,,22903,NOT AVAILABLE
2155 BARRACKS RD ,,22903,NOT AVAILABLE
1340 HILLTOP RD ,,22903,NOT AVAILABLE
103 ANTOINETTE CT ,B,22903,AVAILABLE
1528 CHERRY AVE ,B,22903,AVAILABLE
1534 CHERRY AVE ,B,22903,AVAILABLE
105 WELK PL ,A,22903,NOT AVAILABLE
1001 CHERRY AVE ,A,22903,AVAILABLE
615 MADISON AVE ,B,22903,UNKNOWN STATE
1800 JEFFERSON PARK AVE ,G,22903,UNKNOWN STATE
1014 ASHBY PL ,,22901,NOT AVAILABLE
1021 HOLMES AVE ,,22901,AVAILABLE
1129 PRESTON AVE ,2B,22903,NOT AVAILABLE
1505 BROAD AVE ,A,22903,AVAILABLE
496 MONROE LN ,,22903,NOT AVAILABLE
1208 MERIWETHER ST ,,22902,AVAILABLE
414 13TH ST NE ,,22902,NOT AVAILABLE
2509 WESTERLY AVE ,,22903,NOT AVAILABLE
2507 WESTERLY AVE ,,22903,NOT AVAILABLE
121 STRIBLING AVE ,,22903,AVAILABLE
1416 BRIARCLIFF AVE ,,22903,AVAILABLE
1855 WESTVIEW RD ,,22903,NOT AVAILABLE
318 DICE ST ,,22903,NOT AVAILABLE
2321 PRICE AVE ,,22903,NOT AVAILABLE
726 PARK ST ,,22902,AVAILABLE
328 6 1/2 ST SW ,A,22903,AVAILABLE
110 4TH ST NE ,A,22902,AVAILABLE
820 E HIGH ST ,4,22902,AVAILABLE
1101 E JEFFERSON ST ,1,22902,AVAILABLE
508 RIDGE ST ,A,22902,NOT AVAILABLE
104 4TH ST NE ,1,22902,AVAILABLE
500 W MAIN ST ,C,22903,AVAILABLE
1306 GROVE ST ,B,22903,NOT AVAILABLE
1006 GROVE ST ,B,22903,NOT AVAILABLE
414 MOSELEY DR ,,22903,AVAILABLE
729 MADISON AVE ,,22903,NOT AVAILABLE
753 MADISON AVE ,,22903,UNKNOWN STATE
218 HUNTLEY AVE ,,22903,NOT AVAILABLE
100 OAKHURST CIR ,,22903,AVAILABLE
2317 FONTAINE AVE ,B,22903,NOT AVAILABLE
207 MONTE VISTA AVE ,3,22903,AVAILABLE
207 MONTE VISTA AVE ,4,22903,AVAILABLE
307 10 1/2 ST NW ,A,22903,NOT AVAILABLE
115 MONTE VISTA AVE ,,22903,AVAILABLE
203 OLD LYNCHBURG RD ,,22903,NOT AVAILABLE
213 MONTE VISTA AVE ,,22903,AVAILABLE
212 MONTE VISTA AVE ,,22903,AVAILABLE
114 STRATFORD CT ,B,22903,AVAILABLE
112 STRATFORD CT ,B,22903,AVAILABLE
301 15TH ST NW ,3019,22903,NOT AVAILABLE
301 15TH ST NW ,3027,22903,NOT AVAILABLE
301 15TH ST NW ,4012,22903,NOT AVAILABLE
301 15TH ST NW ,4013,22903,NOT AVAILABLE
218 14TH ST NW ,112,22903,AVAILABLE
218 14TH ST NW ,405,22903,AVAILABLE
218 14TH ST NW ,406,22903,AVAILABLE
216 14TH ST NW ,2,22903,AVAILABLE
216 14TH ST NW ,301,22903,AVAILABLE
301 15TH ST NW ,2027,22903,NOT AVAILABLE
301 15TH ST NW ,2035,22903,NOT AVAILABLE
301 15TH ST NW ,2036,22903,NOT AVAILABLE
1226 SMITH ST ,L,22901,UNKNOWN STATE
1224 SMITH ST ,K,22901,UNKNOWN STATE
1224 SMITH ST ,L,22901,UNKNOWN STATE
402 FAIRWAY AVE ,B,22902,NOT AVAILABLE
1619 HARDWOOD AVE ,,22903,AVAILABLE
721 RAINIER RD ,,22903,NOT AVAILABLE
729 RAINIER RD ,,22903,NOT AVAILABLE
731 RAINIER RD ,,22903,NOT AVAILABLE
813 RAINIER RD ,,22903,NOT AVAILABLE
166 OLD FIFTH CIR ,,22903,NOT AVAILABLE
721 VILLAGE RD ,,22903,AVAILABLE
1603 DUBLIN RD ,,22903,AVAILABLE
113 VILLAGE CT ,,22903,AVAILABLE
222 HUNTLEY AVE ,,22903,NOT AVAILABLE
1527 WESTWOOD RD ,,22903,AVAILABLE
1523 WESTWOOD RD ,,22903,AVAILABLE
1524 WESTWOOD RD ,,22903,AVAILABLE
1111 PRESTON AVE ,10B,22903,NOT AVAILABLE
2104 ARLINGTON BLVD ,16,22903,NOT AVAILABLE
618 DICE ST ,A,22903,NOT AVAILABLE
223 W MAIN ST ,F,22902,AVAILABLE
921 HENRY AVE ,2,22903,AVAILABLE
601 ALBEMARLE ST ,B,22903,NOT AVAILABLE
1110 GORDON AVE ,C,22903,AVAILABLE
209 MEADE AVE ,B,22902,AVAILABLE
809 MONTROSE AVE ,B,22902,AVAILABLE
811 MONTROSE AVE ,A,22902,AVAILABLE
709 PALATINE AVE ,A,22902,NOT AVAILABLE
226 W SOUTH ST ,5,22902,AVAILABLE
1304 E MARKET ST ,G,22902,AVAILABLE
200 DOUGLAS AVE ,3A,22902,AVAILABLE
115 APPLE TREE RD ,4,22903,NOT AVAILABLE
102 SHAMROCK RD ,3,22903,UNKNOWN STATE
1900 JEFFERSON PARK AVE ,4,22903,NOT AVAILABLE
218 SUNSET AVE ,B,22903,AVAILABLE
102 SHAMROCK RD ,10,22903,UNKNOWN STATE
300 PRESTON AVE ,307,22902,AVAILABLE
300 PRESTON AVE ,310,22902,AVAILABLE
207 14TH ST NW ,13,22903,UNKNOWN STATE
725 WALKER SQ ,4C,22903,UNKNOWN STATE
2614 JEFFERSON PARK AVE ,,22903,NOT AVAILABLE
2623 JEFFERSON PARK AVE ,,22903,NOT AVAILABLE
2704 JEFFERSON PARK AVE ,,22903,NOT AVAILABLE
2715 JEFFERSON PARK AVE ,,22903,AVAILABLE
910 PRESTON AVE ,,22903,AVAILABLE
1528 TRAILRIDGE RD ,,22903,AVAILABLE
1533 TRAILRIDGE RD ,,22903,AVAILABLE
757 ORANGEDALE AVE ,,22903,NOT AVAILABLE
819 ELLIOTT AVE ,,22902,AVAILABLE
1150 RIVER RD ,,22901,NOT AVAILABLE
1629 HARDWOOD AVE ,,22903,AVAILABLE
631 CUTLER LN ,A,22901,AVAILABLE
1229 RIVER VISTA AVE ,,22901,AVAILABLE
1218 RIVER VISTA AVE ,,22901,AVAILABLE
505 12TH ST NW ,,22903,NOT AVAILABLE
1809 RUGBY PL ,,22903,NOT AVAILABLE
1009 WERTLAND ST ,,22903,AVAILABLE
1919 LEWIS MOUNTAIN RD ,,22903,NOT AVAILABLE
761 PROSPECT AVE ,,22903,NOT AVAILABLE
706 ORANGEDALE AVE ,,22903,NOT AVAILABLE
124 AZALEA DR ,,22903,AVAILABLE
108 7TH ST NW ,,22903,AVAILABLE
1213 AVON ST ,A,22902,AVAILABLE
1213 AVON ST ,B,22902,AVAILABLE
1129 PRESTON AVE ,5B,22903,NOT AVAILABLE
621 DAVIS AVE ,,22901,AVAILABLE
608 DAVIS AVE ,,22901,AVAILABLE
1005 CHERRY AVE ,,22903,NOT AVAILABLE
915 CHERRY AVE ,,22903,AVAILABLE
604 BAILEY RD ,,22903,NOT AVAILABLE
808 ORANGEDALE AVE ,,22903,NOT AVAILABLE
517 RUGBY RD ,,22903,AVAILABLE
608 PRESTON PL ,,22903,NOT AVAILABLE
502 7 1/2 ST SW ,,22903,AVAILABLE
516 PATON ST ,,22903,NOT AVAILABLE
121 CARROLLTON TER ,3,22903,NOT AVAILABLE
120 APPLE TREE RD ,A,22903,NOT AVAILABLE
2307 FONTAINE AVE ,,22903,NOT AVAILABLE
2305 FONTAINE AVE ,,22903,NOT AVAILABLE
1001 ST CHARLES AVE ,,22901,AVAILABLE
939 ST CHARLES AVE ,,22901,AVAILABLE
612 DAVIS AVE ,,22901,AVAILABLE
635 DAVIS AVE ,,22901,AVAILABLE
609 E MARKET ST ,208A,22902,AVAILABLE
1960 LEWIS MOUNTAIN RD ,1,22903,NOT AVAILABLE
1960 LEWIS MOUNTAIN RD ,3,22903,NOT AVAILABLE
1962 LEWIS MOUNTAIN RD ,1,22903,NOT AVAILABLE
1607 WESTWOOD RD ,B,22903,AVAILABLE
624 WATSON AVE ,,22901,AVAILABLE
104 NORTH BAKER ST ,,22903,NOT AVAILABLE
102 NORTH BAKER ST ,,22903,NOT AVAILABLE
814 BOLLING AVE ,,22902,AVAILABLE
707 MONTROSE AVE ,,22902,AVAILABLE
717 HINTON AVE ,,22902,AVAILABLE
632 PRESTON PL ,,22903,NOT AVAILABLE
834 ESTES ST ,,22903,NOT AVAILABLE
521 7 1/2 ST SW  ,,22903,NOT AVAILABLE
527 7 1/2 ST SW  ,,22903,NOT AVAILABLE
812 HARDY DR ,,22903,NOT AVAILABLE
115 2ND ST SE ,,22902,AVAILABLE
114 CARROLLTON TER ,I,22903,UNKNOWN STATE
1800 JEFFERSON PARK AVE ,611,22903,UNKNOWN STATE
1904 JEFFERSON PARK AVE ,45,22903,NOT AVAILABLE
104 14TH ST NW ,7,22903,AVAILABLE
1175 5TH ST SW ,A,22903,NOT AVAILABLE
111 WELK PL ,A,22903,NOT AVAILABLE
103 PARK LN W ,A,22903,NOT AVAILABLE
2518 JEFFERSON PARK AVE ,A,22903,NOT AVAILABLE
1510 ANTOINETTE AVE ,B,22903,AVAILABLE
103 ANTOINETTE CT ,A,22903,AVAILABLE
217 SHAMROCK RD ,A,22903,AVAILABLE
2514 JEFFERSON PARK AVE ,A,22903,NOT AVAILABLE
1 MORTON DR ,106,22903,AVAILABLE
1 MORTON DR ,409,22903,AVAILABLE
2401 ARLINGTON BLVD ,39,22903,NOT AVAILABLE
801 WALKER SQ ,,22903,UNKNOWN STATE
1118 LEONARD ST ,,22902,AVAILABLE
2307 BANBURY ST ,,22901,AVAILABLE
813 ROCKLAND AVE ,,22902,AVAILABLE
622 EVERGREEN AVE ,,22902,AVAILABLE
742 LEXINGTON AVE ,,22902,AVAILABLE
672 EVERGREEN AVE ,,22902,AVAILABLE
666 EVERGREEN AVE ,,22902,AVAILABLE
712 LEXINGTON AVE ,,22902,AVAILABLE
615 KELLY AVE ,,22902,AVAILABLE
615 LEXINGTON AVE ,,22902,AVAILABLE
1004 DRUID AVE ,,22902,AVAILABLE
1008 DRUID AVE ,,22902,AVAILABLE
2244 BANBURY ST ,,22901,AVAILABLE
600 LEXINGTON AVE ,,22902,AVAILABLE
315 HEDGE ST ,,22902,AVAILABLE
516 LEXINGTON AVE ,,22902,AVAILABLE
2237 BANBURY ST ,,22901,AVAILABLE
504 11TH ST NW ,,22903,AVAILABLE
418 10TH ST NW ,,22903,NOT AVAILABLE
430 11TH ST NW ,,22903,NOT AVAILABLE
1311 JOHN ST ,,22903,NOT AVAILABLE
1500 GREEN ST ,,22902,AVAILABLE
1410 MERIDIAN ST ,,22902,AVAILABLE
1605 GREEN ST ,,22902,AVAILABLE
1409 HAMPTON ST ,,22902,NOT AVAILABLE
225 W MAIN ST ,,22902,AVAILABLE
100 5TH ST SE ,,22902,AVAILABLE
1252 WERTLAND ST ,,22903,AVAILABLE
1209 AUGUSTA ST ,,22903,AVAILABLE
1523 AMHERST ST ,,22903,AVAILABLE
105 RIDGE ST ,,22903,AVAILABLE
777 PROSPECT AVE ,,22903,NOT AVAILABLE
604 CHERRY AVE ,,22903,AVAILABLE
2512 WESTERLY AVE ,,22903,NOT AVAILABLE
2504 WESTERLY AVE ,,22903,NOT AVAILABLE
147 ZAN RD ,,22901,NOT AVAILABLE
1023 MILLMONT ST ,,22903,NOT AVAILABLE
210 10TH ST NE ,18,22902,NOT AVAILABLE
1516 GREEN ST ,B,22902,AVAILABLE
1202 6TH ST SE ,B,22902,AVAILABLE
1407 HAMPTON ST ,A,22902,NOT AVAILABLE
1710 CHESAPEAKE ST ,A,22902,AVAILABLE
1419 SHORT 18TH ST ,A,22902,NOT AVAILABLE
1506 SHORT 18TH ST ,A,22902,NOT AVAILABLE
1419 SHORT 18TH ST ,B,22902,NOT AVAILABLE
1207 WERTLAND ST ,110,22903,UNKNOWN STATE
1211 WERTLAND ST ,230,22903,UNKNOWN STATE
212 5TH ST SW ,C,22903,UNKNOWN STATE
212 5TH ST SW ,D,22903,UNKNOWN STATE
125 12 1/2 ST NW ,200,22903,AVAILABLE
125 12 1/2 ST NW ,301,22903,AVAILABLE
125 12 1/2 ST NW ,100,22903,AVAILABLE
1418 SUNRISE PARK LN ,,22902,NOT AVAILABLE
301 7 1/2 ST SW ,5,22903,AVAILABLE
301 7 1/2 ST SW ,6,22903,AVAILABLE
1307 WERTLAND ST ,C7,22903,AVAILABLE
1307 WERTLAND ST ,C8,22903,AVAILABLE
301 15TH ST NW ,3046,22903,NOT AVAILABLE
301 15TH ST NW ,3047,22903,NOT AVAILABLE
301 15TH ST NW ,5020,22903,NOT AVAILABLE
1420 SUNRISE PARK LN ,,22902,NOT AVAILABLE
103 LONGWOOD DR ,C,22903,NOT AVAILABLE
103 LONGWOOD DR ,B,22903,NOT AVAILABLE
630 PARK ST ,L,22902,UNKNOWN STATE
517 RIDGE ST ,C,22902,NOT AVAILABLE
511 RIDGE ST ,2,22902,NOT AVAILABLE
511 RIDGE ST ,4,22902,NOT AVAILABLE
310 4TH ST NE ,101,22902,AVAILABLE
405 GARRETT ST ,F,22902,NOT AVAILABLE
923 PRESTON AVE ,,22903,NOT AVAILABLE
308 VALLEY RD EXT ,B,22903,NOT AVAILABLE
118 ROYS PL ,,22902,NOT AVAILABLE
116 ROYS PL ,,22902,NOT AVAILABLE
100 ROYS PL ,,22902,NOT AVAILABLE
709 ROCK CREEK RD ,,22903,NOT AVAILABLE
914 ROCK CREEK RD ,,22903,NOT AVAILABLE
939 ROCK CREEK RD ,,22903,NOT AVAILABLE
310 HARRIS RD ,,22903,NOT AVAILABLE
312 HARRIS RD ,,22903,NOT AVAILABLE
508 CARLTON RD ,,22902,NOT AVAILABLE
1107 BLENHEIM AVE ,,22902,AVAILABLE
251 HUNTLEY AVE ,,22903,NOT AVAILABLE
253 HUNTLEY AVE ,,22903,NOT AVAILABLE
111 RIVERBLUFF CIR ,,22902,NOT AVAILABLE
109 RIVERBLUFF CIR ,,22902,NOT AVAILABLE
1279 KENWOOD LN ,,22901,AVAILABLE
2307 PRICE AVE ,,22903,NOT AVAILABLE
114 RIVERBLUFF CIR ,,22902,NOT AVAILABLE
116 MORGAN CT ,,22903,NOT AVAILABLE
114 MORGAN CT ,,22903,NOT AVAILABLE
404 8TH ST NE ,D,22902,AVAILABLE
404 8TH ST NE ,E,22902,AVAILABLE
110 RAYMOND AVE ,,22903,AVAILABLE
121 CARROLLTON TER ,10,22903,NOT AVAILABLE
112 CLARKE CT ,,22903,NOT AVAILABLE
715 HENRY AVE ,200,22903,AVAILABLE
1050 RIALTO ST ,,22902,NOT AVAILABLE
612 PRESTON AVE ,B,22903,NOT AVAILABLE
202 5TH ST SW ,B,22903,NOT AVAILABLE
1450 AVON ST ,,22902,NOT AVAILABLE
1614 CABELL AVE ,,22903,NOT AVAILABLE
108 BLINCOE LN ,,22902,NOT AVAILABLE
1454 AVON ST ,,22902,NOT AVAILABLE
114 PENICK CT ,,22902,NOT AVAILABLE
116 PENICK CT ,,22902,NOT AVAILABLE
121 ROADES CT ,,22902,NOT AVAILABLE
113 ROADES CT ,,22902,NOT AVAILABLE
115 ROADES CT ,,22902,NOT AVAILABLE
117 ROADES CT ,,22902,NOT AVAILABLE
119 ROADES CT ,,22902,NOT AVAILABLE
254 HUNTLEY AVE ,,22903,NOT AVAILABLE
937 HENRY AVE ,,22903,NOT AVAILABLE
1028 LOCUST AVE ,,22901,AVAILABLE
1115 BLENHEIM AVE ,,22902,AVAILABLE
1448 WESTWOOD RD ,,22903,AVAILABLE
1832 UNIVERSITY CIR ,,22903,NOT AVAILABLE
116 BURNET WAY ,,22902,NOT AVAILABLE
2303 PRICE AVE ,,22903,NOT AVAILABLE
1421 BLUE RIDGE RD ,,22903,AVAILABLE
1510 VIRGINIA AVE ,001,22903,AVAILABLE
1510 VIRGINIA AVE ,002,22903,AVAILABLE
1000 W MAIN ST ,425,22903,AVAILABLE
1000 W MAIN ST ,426,22903,AVAILABLE
1000 W MAIN ST ,427,22903,AVAILABLE
1000 W MAIN ST ,428,22903,AVAILABLE
1000 W MAIN ST ,429,22903,AVAILABLE
1000 W MAIN ST ,430,22903,AVAILABLE
1000 W MAIN ST ,431,22903,AVAILABLE
1000 W MAIN ST ,432,22903,AVAILABLE
1000 W MAIN ST ,433,22903,AVAILABLE
1000 W MAIN ST ,501,22903,AVAILABLE
1000 W MAIN ST ,502,22903,AVAILABLE
1000 W MAIN ST ,503,22903,AVAILABLE
1000 W MAIN ST ,504,22903,AVAILABLE
1000 W MAIN ST ,505,22903,AVAILABLE
1000 W MAIN ST ,506,22903,AVAILABLE
1000 W MAIN ST ,507,22903,AVAILABLE
1000 W MAIN ST ,508,22903,AVAILABLE
1000 W MAIN ST ,509,22903,AVAILABLE
1000 W MAIN ST ,510,22903,AVAILABLE
1000 W MAIN ST ,511,22903,AVAILABLE
1000 W MAIN ST ,512,22903,AVAILABLE
1000 W MAIN ST ,513,22903,AVAILABLE
1000 W MAIN ST ,514,22903,AVAILABLE
1000 W MAIN ST ,515,22903,AVAILABLE
1000 W MAIN ST ,516,22903,AVAILABLE
1000 W MAIN ST ,517,22903,AVAILABLE
1000 W MAIN ST ,518,22903,AVAILABLE
1000 W MAIN ST ,519,22903,AVAILABLE
1000 W MAIN ST ,520,22903,AVAILABLE
1000 W MAIN ST ,521,22903,AVAILABLE
1000 W MAIN ST ,522,22903,AVAILABLE
1000 W MAIN ST ,523,22903,AVAILABLE
1000 W MAIN ST ,524,22903,AVAILABLE
1000 W MAIN ST ,525,22903,AVAILABLE
1000 W MAIN ST ,526,22903,AVAILABLE
1000 W MAIN ST ,527,22903,AVAILABLE
1000 W MAIN ST ,528,22903,AVAILABLE
1000 W MAIN ST ,529,22903,AVAILABLE
1000 W MAIN ST ,530,22903,AVAILABLE
1000 W MAIN ST ,531,22903,AVAILABLE
1000 W MAIN ST ,532,22903,AVAILABLE
1000 W MAIN ST ,533,22903,AVAILABLE
1000 W MAIN ST ,601,22903,AVAILABLE
1000 W MAIN ST ,602,22903,AVAILABLE
100 NORWICH ST ,106,22903,NOT AVAILABLE
100 NORWICH ST ,107,22903,NOT AVAILABLE
100 NORWICH ST ,108,22903,NOT AVAILABLE
100 NORWICH ST ,109,22903,NOT AVAILABLE
100 NORWICH ST ,110,22903,NOT AVAILABLE
100 NORWICH ST ,201,22903,NOT AVAILABLE
100 NORWICH ST ,202,22903,NOT AVAILABLE
100 NORWICH ST ,203,22903,NOT AVAILABLE
100 NORWICH ST ,204,22903,NOT AVAILABLE
100 NORWICH ST ,205,22903,NOT AVAILABLE
100 NORWICH ST ,206,22903,NOT AVAILABLE
100 NORWICH ST ,207,22903,NOT AVAILABLE
100 NORWICH ST ,208,22903,NOT AVAILABLE
100 NORWICH ST ,209,22903,NOT AVAILABLE
100 NORWICH ST ,210,22903,NOT AVAILABLE
100 NORWICH ST ,301,22903,NOT AVAILABLE
100 NORWICH ST ,302,22903,NOT AVAILABLE
100 NORWICH ST ,303,22903,NOT AVAILABLE
100 NORWICH ST ,304,22903,NOT AVAILABLE
100 NORWICH ST ,305,22903,NOT AVAILABLE
100 NORWICH ST ,306,22903,NOT AVAILABLE
100 NORWICH ST ,307,22903,NOT AVAILABLE
100 NORWICH ST ,308,22903,NOT AVAILABLE
100 NORWICH ST ,309,22903,NOT AVAILABLE
100 NORWICH ST ,310,22903,NOT AVAILABLE
100 DALTON LN ,,22903,NOT AVAILABLE
102 DALTON LN ,,22903,NOT AVAILABLE
104 DALTON LN ,,22903,NOT AVAILABLE
106 DALTON LN ,,22903,NOT AVAILABLE
108 DALTON LN ,,22903,NOT AVAILABLE
110 DALTON LN ,,22903,NOT AVAILABLE
112 DALTON LN ,,22903,NOT AVAILABLE
114 DALTON LN ,,22903,NOT AVAILABLE
116 DALTON LN ,,22903,NOT AVAILABLE
118 DALTON LN ,,22903,NOT AVAILABLE
403 ROBERTSON AVE ,B,22903,AVAILABLE
305 HUNTLEY AVE ,,22903,NOT AVAILABLE
306 HUNTLEY AVE ,,22903,NOT AVAILABLE
307 HUNTLEY AVE ,,22903,NOT AVAILABLE
100 OAK LAWN DR ,,22903,NOT AVAILABLE
1029 MARTIN ST ,,22901,AVAILABLE
1421 DAIRY RD ,,22903,AVAILABLE
232 DOUGLAS AVE ,A,22902,NOT AVAILABLE
104 OAK LAWN CT ,,22903,NOT AVAILABLE
104 HURST LN ,204,22903,NOT AVAILABLE
104 HURST LN ,205,22903,NOT AVAILABLE
104 HURST LN ,206,22903,NOT AVAILABLE
104 HURST LN ,207,22903,NOT AVAILABLE
104 HURST LN ,208,22903,NOT AVAILABLE
104 HURST LN ,209,22903,NOT AVAILABLE
104 HURST LN ,210,22903,NOT AVAILABLE
